DQT,Đại Học Quang Trung,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quang-trung-DQT.html
DQU,Đại Học Quảng Nam,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quang-nam-DQU.html
DSG,Đại Học Công Nghệ Sài Gòn,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-sai-gon-DSG.html
DSK,Đại học Sư phạm Kỹ thuật - Đại học Đà Nẵng,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-su-pham-ky-thuat-dai-hoc-da-nang-DSK.html
DTA,Đại Học Thành Tây,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thanh-tay-DTA.html
DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-thong-tin-va-truyen-thong-dai-hoc-thai-nguyen-DTC.html
DTD,Đại Học Tây Đô,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-tay-do-DTD.html
DTH,Đại Học Hoa Sen,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-hoa-sen-DTH.html
DTL,Đại Học Thăng Long,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thang-long-DTL.html
DTM,ĐH Tài Nguyên môi trường TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dh-tai-nguyen-moi-truong-tphcm-DTM.html
DTT,Đại Học Tôn Đức Thắng,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ton-duc-thang-DTT.html
DTZ,Đại Học Khoa Học – Đại Học Thái Nguyên,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-khoa-hoc-dai-hoc-thai-nguyen-DTZ.html
DVB,Đại Học Việt Bắc,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-viet-bac-DVB.html
DVH,Đại Học Văn Hiến,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-van-hien-DVH.html
DVL,Đại Học Dân Lập Văn Lang,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-dan-lap-van-lang-DVL.html
DVT,Đại Học Trà Vinh,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-tra-vinh-DVT.html
DVX,Đại Học Công Nghệ Vạn Xuân,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-van-xuan-DVX.html
EIU,Đại Học Quốc Tế Miền Đông,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quoc-te-mien-dong-EIU.html
FBU,Đại Học Tài Chính Ngân Hàng Hà Nội,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-tai-chinh-ngan-hang-ha-noi-FBU.html
FPT,Đại Học FPT,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-fpt-FPT.html
GHA,Đại Học Giao Thông Vận Tải ( Cơ sở Phía Bắc ),https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-giao-thong-van-tai-co-so-phia-bac-GHA.html
GSA,Đại Học Giao Thông Vận Tải ( Cơ sở Phía Nam),https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-giao-thong-van-tai-co-so-phia-nam-GSA.html
GTA,Đại học Công nghệ Giao thông vận tải,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-giao-thong-van-tai-GTA.html
GTS,Đại Học Giao Thông Vận Tải TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-giao-thong-van-tai-tphcm-GTS.html
HBT,Học Viện Báo Chí – Tuyên Truyền,https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-bao-chi-tuyen-truyen-HBT.html
HBU,Đại Học Quốc Tế Hồng Bàng,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quoc-te-hong-bang-HBU.html
HHA,Đại Học Hàng Hải,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-hang-hai-HHA.html
HHT,Đại Học Hà Tĩnh,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ha-tinh-HHT.html
HLU,Đại Học Hạ Long,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ha-long-HLU.html
HNM,Đại học Thủ Đô Hà Nội,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thu-do-ha-noi-HNM.html
HPN,Học Viện Phụ Nữ Việt Nam,https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-phu-nu-viet-nam-HPN.html
HTC,Học Viện Tài Chính,https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-tai-chinh-HTC.html
HUI,Đại Học Công Nghiệp TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghiep-tphcm-HUI.html
HVN,Học Viện Nông Nghiệp Việt Nam,https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-nong-nghiep-viet-nam-HVN.html
HVQ,Học Viện Quản Lý Giáo Dục,https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-quan-ly-giao-duc-HVQ.html
KCC,Đại học Kỹ Thuật Công Nghệ Cần Thơ,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ky-thuat-cong-nghe-can-tho-KCC.html
KHA,Đại Học Kinh Tế Quốc Dân,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-quoc-dan-KHA.html
KMA,Học Viện Kỹ Thuật Mật Mã,https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-ky-thuat-mat-ma-KMA.html
KSA,Đại Học Kinh Tế TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-tphcm-KSA.html
KTA,Đại Học Kiến Trúc Hà Nội,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kien-truc-ha-noi-KTA.html
KTC,Đại Học Kinh Tế -Tài Chính TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-tai-chinh-tphcm-KTC.html
LNH,Đại Học Lâm Nghiệp ( Cơ sở 1 ),https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-lam-nghiep-co-so-1-LNH.html
MBS,Đại Học Mở TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-mo-tphcm-MBS.html
MDA,Đại Học Mỏ Địa Chất,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-mo-dia-chat-MDA.html
MHN,Viện Đại Học Mở Hà Nội,https://diemthi.tuyensinh247.com/diem-chuan/vien-dai-hoc-mo-ha-noi-MHN.html
NHF,Đại Học Hà Nội,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ha-noi-NHF.html
NHH,Học Viện Ngân Hàng,https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-ngan-hang-NHH.html
NHS,Đại Học Ngân Hàng TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ngan-hang-tphcm-NHS.html
NLS,Đại Học Nông Lâm TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nong-lam-tphcm-NLS.html
NTT,Đại Học Nguyễn Tất Thành,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nguyen-tat-thanh-NTT.html
NTU,Đại Học Nguyễn Trãi,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nguyen-trai-NTU.html
QHI,Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-dai-hoc-quoc-gia-ha-noi-QHI.html
QHQ,Khoa Quốc Tế – Đại Học Quốc Gia Hà Nội,https://diemthi.tuyensinh247.com/diem-chuan/khoa-quoc-te-dai-hoc-quoc-gia-ha-noi-QHQ.html
QHT,Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia Hà Nội,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-khoa-hoc-tu-nhien-dai-hoc-quoc-gia-ha-noi-QHT.html
QSC,Đại Học Công Nghệ Thông Tin – Đại Học Quốc Gia TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-thong-tin-dai-hoc-quoc-gia-tphcm-QSC.html
QSK,Đại học Kinh Tế – Luật – Đại Học Quốc Gia TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-luat-dai-hoc-quoc-gia-tphcm-QSK.html
QSQ,Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quoc-te-dai-hoc-quoc-gia-tphcm-QSQ.html
QST,Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-khoa-hoc-tu-nhien-dai-hoc-quoc-gia-tphcm-QST.html
SDU,Đại học Sao Đỏ,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-sao-do-SDU.html
SGD,Đại Học Sài Gòn,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-sai-gon-SGD.html
SKH,Đại Học Sư Phạm Kỹ Thuật Hưng Yên,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-su-pham-ky-thuat-hung-yen-SKH.html
SKN,Đại Học Sư Phạm Kỹ Thuật Nam Định,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-su-pham-ky-thuat-nam-dinh-SKN.html
SKV,Đại Học Sư Phạm Kỹ Thuật Vinh,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-su-pham-ky-thuat-vinh-SKV.html
SP2,Đại Học Sư Phạm Hà Nội 2,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-su-pham-ha-noi-2-SP2.html
SPD,Đại Học Đồng Tháp,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-dong-thap-SPD.html
SPH,Đại Học Sư Phạm Hà Nội,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-su-pham-ha-noi-SPH.html
SPK,Đại Học Sư Phạm Kỹ Thuật TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-su-pham-ky-thuat-tphcm-SPK.html
SPS,Đại Học Sư Phạm TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-su-pham-tphcm-SPS.html
TAG,Đại Học An Giang,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-an-giang-TAG.html
TBD,Đại Học Thái Bình Dương,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thai-binh-duong-TBD.html
TCT,Đại Học Cần Thơ,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-can-tho-TCT.html
TDD,Đại học Thành Đô,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thanh-do-TDD.html
TDL,Đại Học Đà Lạt,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-da-lat-TDL.html
TDM,Đại học Thủ Dầu Một,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thu-dau-mot-TDM.html
TDV,Đại Học Vinh,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-vinh-TDV.html
THP,Đại Học Hải Phòng,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-hai-phong-THP.html
THV,Đại Học Hùng Vương,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-hung-vuong-THV.html
TKG,Đại học Kiên Giang,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kien-giang-TKG.html
TLA,Đại Học Thủy Lợi ( Cơ sở 1 ),https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thuy-loi-co-so-1-TLA.html
TMA,Đại Học Thương Mại,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thuong-mai-TMA.html
TSN,Đại Học Nha Trang,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nha-trang-TSN.html
TTB,Đại Học Tây Bắc,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-tay-bac-TTB.html
TTG,Đại Học Tiền Giang,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-tien-giang-TTG.html
TTN,Đại Học Tây Nguyên,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-tay-nguyen-TTN.html
TTQ,Đại Học Quốc Tế Sài Gòn,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quoc-te-sai-gon-TTQ.html
VGU,Đại Học Việt Đức,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-viet-duc-VGU.html
VHD,Đại Học Công Nghiệp Việt Hung,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghiep-viet-hung-VHD.html
VLU,Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-su-pham-ky-thuat-vinh-long-VLU.html
VUI,Đại Học Công Nghiệp Việt Trì,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghiep-viet-tri-VUI.html
XDA,Đại Học Xây Dựng Hà Nội,https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-xay-dung-ha-noi-XDA.html
CDC,Cao đẳng Công Nghệ Thông Tin TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/cao-dang-cong-nghe-thong-tin-tphcm-CDC.html
CES,Cao Đẳng Công Thương TPHCM,https://diemthi.tuyensinh247.com/diem-chuan/cao-dang-cong-thuong-tphcm-CES.html
CKC,Cao Đẳng Kỹ Thuật Cao Thắng,https://diemthi.tuyensinh247.com/diem-chuan/cao-dang-ky-thuat-cao-thang-CKC.html
DDI,Khoa Công Nghệ Thông Tin và truyền thông – Đại Học Đà Nẵng,https://diemthi.tuyensinh247.com/diem-chuan/khoa-cong-nghe-thong-tin-va-truyen-thong-dai-hoc-da-nang-DDI.html
